Region,Ort,Land,Breitengrad,Laengengrad,MittelC_1961_1990,Jahr,AnomalieC
Afrika,Alger-Dar El Beida,DZ,36.717,3.25,17.41,2021,1.42
Afrika,Alger-Dar El Beida,DZ,36.717,3.25,17.41,2022,1.91
Afrika,Alger-Dar El Beida,DZ,36.717,3.25,17.41,2023,1.7
Afrika,Alger-Dar El Beida,DZ,36.717,3.25,17.41,2024,2.13
Afrika,El-Golea,DZ,30.567,2.867,21.22,1940,0.38
Afrika,El-Golea,DZ,30.567,2.867,21.22,1941,0.74
Afrika,El-Golea,DZ,30.567,2.867,21.22,1942,1.41
Afrika,El-Golea,DZ,30.567,2.867,21.22,1943,0.64
Afrika,El-Golea,DZ,30.567,2.867,21.22,1944,0.51
Afrika,El-Golea,DZ,30.567,2.867,21.22,1945,1.1
Afrika,El-Golea,DZ,30.567,2.867,21.22,1947,1.77
Afrika,El-Golea,DZ,30.567,2.867,21.22,1949,0.98
Afrika,El-Golea,DZ,30.567,2.867,21.22,1950,0.58
Afrika,El-Golea,DZ,30.567,2.867,21.22,1951,0.94
Afrika,El-Golea,DZ,30.567,2.867,21.22,1952,1.24
Afrika,El-Golea,DZ,30.567,2.867,21.22,1953,0.38
Afrika,El-Golea,DZ,30.567,2.867,21.22,1954,0.28
Afrika,El-Golea,DZ,30.567,2.867,21.22,1955,2.27
Afrika,El-Golea,DZ,30.567,2.867,21.22,1956,-0.11
Afrika,El-Golea,DZ,30.567,2.867,21.22,1957,-0.83
Afrika,El-Golea,DZ,30.567,2.867,21.22,1958,0.43
Afrika,El-Golea,DZ,30.567,2.867,21.22,1960,0.51
Afrika,El-Golea,DZ,30.567,2.867,21.22,1961,0.31
Afrika,El-Golea,DZ,30.567,2.867,21.22,1962,-0.29
Afrika,El-Golea,DZ,30.567,2.867,21.22,1963,0.25
Afrika,El-Golea,DZ,30.567,2.867,21.22,1964,-0.08
Afrika,El-Golea,DZ,30.567,2.867,21.22,1965,-0.04
Afrika,El-Golea,DZ,30.567,2.867,21.22,1966,-0.1
Afrika,El-Golea,DZ,30.567,2.867,21.22,1967,-0.45
Afrika,El-Golea,DZ,30.567,2.867,21.22,1968,-0.15
Afrika,El-Golea,DZ,30.567,2.867,21.22,1969,0.11
Afrika,El-Golea,DZ,30.567,2.867,21.22,1970,0.12
Afrika,El-Golea,DZ,30.567,2.867,21.22,1971,-0.71
Afrika,El-Golea,DZ,30.567,2.867,21.22,1972,-0.46
Afrika,El-Golea,DZ,30.567,2.867,21.22,1973,-0.6
Afrika,El-Golea,DZ,30.567,2.867,21.22,1974,-1.33
Afrika,El-Golea,DZ,30.567,2.867,21.22,1975,-0.74
Afrika,El-Golea,DZ,30.567,2.867,21.22,1976,-0.91
Afrika,El-Golea,DZ,30.567,2.867,21.22,1977,0.52
Afrika,El-Golea,DZ,30.567,2.867,21.22,1978,-0.48
Afrika,El-Golea,DZ,30.567,2.867,21.22,1979,0.25
Afrika,El-Golea,DZ,30.567,2.867,21.22,1980,-0.34
Afrika,El-Golea,DZ,30.567,2.867,21.22,1981,0.26
Afrika,El-Golea,DZ,30.567,2.867,21.22,1982,-0.15
Afrika,El-Golea,DZ,30.567,2.867,21.22,1983,0.33
Afrika,El-Golea,DZ,30.567,2.867,21.22,1984,-0.5
Afrika,El-Golea,DZ,30.567,2.867,21.22,1985,0.35
Afrika,El-Golea,DZ,30.567,2.867,21.22,1986,-0.13
Afrika,El-Golea,DZ,30.567,2.867,21.22,1987,1.47
Afrika,El-Golea,DZ,30.567,2.867,21.22,1988,1.31
Afrika,El-Golea,DZ,30.567,2.867,21.22,1989,1.11
Afrika,El-Golea,DZ,30.567,2.867,21.22,1990,1.05
Afrika,El-Golea,DZ,30.567,2.867,21.22,1991,-0.23
Afrika,El-Golea,DZ,30.567,2.867,21.22,1992,-0.12
Afrika,El-Golea,DZ,30.567,2.867,21.22,1993,0.83
Afrika,El-Golea,DZ,30.567,2.867,21.22,1994,0.92
Afrika,El-Golea,DZ,30.567,2.867,21.22,1995,0.91
Afrika,El-Golea,DZ,30.567,2.867,21.22,1996,0.93
Afrika,El-Golea,DZ,30.567,2.867,21.22,1997,1.25
Afrika,El-Golea,DZ,30.567,2.867,21.22,1998,0.9
Afrika,El-Golea,DZ,30.567,2.867,21.22,1999,1.95
Afrika,El-Golea,DZ,30.567,2.867,21.22,2000,1.01
Afrika,El-Golea,DZ,30.567,2.867,21.22,2001,1.92
Afrika,El-Golea,DZ,30.567,2.867,21.22,2002,1.36
Afrika,El-Golea,DZ,30.567,2.867,21.22,2003,1.12
Afrika,El-Golea,DZ,30.567,2.867,21.22,2004,0.96
Afrika,El-Golea,DZ,30.567,2.867,21.22,2005,1.13
Afrika,El-Golea,DZ,30.567,2.867,21.22,2006,1.17
Afrika,El-Golea,DZ,30.567,2.867,21.22,2007,1.08
Afrika,El-Golea,DZ,30.567,2.867,21.22,2008,1.12
Afrika,El-Golea,DZ,30.567,2.867,21.22,2009,0.97
Afrika,El-Golea,DZ,30.567,2.867,21.22,2010,2.22
Afrika,El-Golea,DZ,30.567,2.867,21.22,2011,0.95
Afrika,El-Golea,DZ,30.567,2.867,21.22,2012,1.28
Afrika,El-Golea,DZ,30.567,2.867,21.22,2013,1.37
Afrika,El-Golea,DZ,30.567,2.867,21.22,2014,2.18
Afrika,El-Golea,DZ,30.567,2.867,21.22,2015,1.92
Afrika,El-Golea,DZ,30.567,2.867,21.22,2016,2.05
Afrika,El-Golea,DZ,30.567,2.867,21.22,2017,1.55
Afrika,El-Golea,DZ,30.567,2.867,21.22,2018,1.68
Afrika,El-Golea,DZ,30.567,2.867,21.22,2019,1.35
Afrika,El-Golea,DZ,30.567,2.867,21.22,2020,2.08
Afrika,El-Golea,DZ,30.567,2.867,21.22,2021,2.92
Afrika,El-Golea,DZ,30.567,2.867,21.22,2022,2.05
Afrika,El-Golea,DZ,30.567,2.867,21.22,2023,2.35
Afrika,El-Golea,DZ,30.567,2.867,21.22,2024,3.05
Asien,Ganca,AZ,40.717,46.417,14.03,1882,-1.21
Asien,Ganca,AZ,40.717,46.417,14.03,1883,-0.71
Asien,Ganca,AZ,40.717,46.417,14.03,1886,-1.87
Asien,Ganca,AZ,40.717,46.417,14.03,1889,-1.06
Asien,Ganca,AZ,40.717,46.417,14.03,1890,-0.94
Asien,Ganca,AZ,40.717,46.417,14.03,1893,-1.2
Asien,Ganca,AZ,40.717,46.417,14.03,1894,-1.47
Asien,Ganca,AZ,40.717,46.417,14.03,1895,-1.22
Asien,Ganca,AZ,40.717,46.417,14.03,1896,-1.66
Asien,Ganca,AZ,40.717,46.417,14.03,1897,-1.17
Asien,Ganca,AZ,40.717,46.417,14.03,1898,-1.44
Asien,Ganca,AZ,40.717,46.417,14.03,1899,0.14
Asien,Ganca,AZ,40.717,46.417,14.03,1909,-1.19
Asien,Ganca,AZ,40.717,46.417,14.03,1910,-1.29
Asien,Ganca,AZ,40.717,46.417,14.03,1911,-2.77
Asien,Ganca,AZ,40.717,46.417,14.03,1913,-0.84
Asien,Ganca,AZ,40.717,46.417,14.03,1914,-1.31
Asien,Ganca,AZ,40.717,46.417,14.03,1915,-0.73
Asien,Ganca,AZ,40.717,46.417,14.03,1916,-0.9
Asien,Ganca,AZ,40.717,46.417,14.03,1926,-0.11
Asien,Ganca,AZ,40.717,46.417,14.03,1927,-0.12
Asien,Ganca,AZ,40.717,46.417,14.03,1928,-1.28
Asien,Ganca,AZ,40.717,46.417,14.03,1929,-1.18
Asien,Ganca,AZ,40.717,46.417,14.03,1930,-0.84
Asien,Ganca,AZ,40.717,46.417,14.03,1931,-1.21
Asien,Ganca,AZ,40.717,46.417,14.03,1932,-0.78
Asien,Ganca,AZ,40.717,46.417,14.03,1933,-0.99
Asien,Ganca,AZ,40.717,46.417,14.03,1934,-1.0
Asien,Ganca,AZ,40.717,46.417,14.03,1935,-0.29
Asien,Ganca,AZ,40.717,46.417,14.03,1936,-0.2
Asien,Ganca,AZ,40.717,46.417,14.03,1937,0.04
Asien,Ganca,AZ,40.717,46.417,14.03,1938,0.31
Asien,Ganca,AZ,40.717,46.417,14.03,1939,0.11
Asien,Ganca,AZ,40.717,46.417,14.03,1940,0.42
Asien,Ganca,AZ,40.717,46.417,14.03,1941,0.63
Asien,Ganca,AZ,40.717,46.417,14.03,1942,-0.32
Asien,Ganca,AZ,40.717,46.417,14.03,1943,-0.29
Asien,Ganca,AZ,40.717,46.417,14.03,1944,0.5
Asien,Ganca,AZ,40.717,46.417,14.03,1945,-0.52
Asien,Ganca,AZ,40.717,46.417,14.03,1946,-0.36
Asien,Ganca,AZ,40.717,46.417,14.03,1947,0.62
Asien,Ganca,AZ,40.717,46.417,14.03,1948,-0.72
Asien,Ganca,AZ,40.717,46.417,14.03,1949,-0.85
Asien,Ganca,AZ,40.717,46.417,14.03,1950,-0.71
Asien,Ganca,AZ,40.717,46.417,14.03,1951,0.12
Asien,Ganca,AZ,40.717,46.417,14.03,1952,0.0
Asien,Ganca,AZ,40.717,46.417,14.03,1953,-0.14
Asien,Ganca,AZ,40.717,46.417,14.03,1954,-0.01
Asien,Ganca,AZ,40.717,46.417,14.03,1955,0.64
Asien,Ganca,AZ,40.717,46.417,14.03,1956,-1.06
Asien,Ganca,AZ,40.717,46.417,14.03,1957,0.46
Asien,Ganca,AZ,40.717,46.417,14.03,1958,-0.03
Asien,Ganca,AZ,40.717,46.417,14.03,1959,-1.17
Asien,Ganca,AZ,40.717,46.417,14.03,1960,-0.17
Asien,Ganca,AZ,40.717,46.417,14.03,1961,0.83
Asien,Ganca,AZ,40.717,46.417,14.03,1962,0.87
Asien,Ganca,AZ,40.717,46.417,14.03,1963,0.04
Asien,Ganca,AZ,40.717,46.417,14.03,1964,-0.79
Asien,Ganca,AZ,40.717,46.417,14.03,1965,-0.57
Asien,Ganca,AZ,40.717,46.417,14.03,1966,1.47
Asien,Ganca,AZ,40.717,46.417,14.03,1967,-0.59
Asien,Ganca,AZ,40.717,46.417,14.03,1968,-0.19
Asien,Ganca,AZ,40.717,46.417,14.03,1969,-1.51
Asien,Ganca,AZ,40.717,46.417,14.03,1970,0.91
Asien,Ganca,AZ,40.717,46.417,14.03,1971,0.83
Asien,Ganca,AZ,40.717,46.417,14.03,1972,-0.85
Asien,Ganca,AZ,40.717,46.417,14.03,1973,-0.05
Asien,Ganca,AZ,40.717,46.417,14.03,1974,-0.71
Asien,Ganca,AZ,40.717,46.417,14.03,1975,0.34
Asien,Ganca,AZ,40.717,46.417,14.03,1976,-0.65
Asien,Ganca,AZ,40.717,46.417,14.03,1977,-0.18
Asien,Ganca,AZ,40.717,46.417,14.03,1978,-0.32
Asien,Ganca,AZ,40.717,46.417,14.03,1979,0.58
Asien,Ganca,AZ,40.717,46.417,14.03,1980,-0.13
Asien,Ganca,AZ,40.717,46.417,14.03,1981,0.61
Asien,Ganca,AZ,40.717,46.417,14.03,1982,-0.75
Asien,Ganca,AZ,40.717,46.417,14.03,1983,-0.02
Asien,Ganca,AZ,40.717,46.417,14.03,1984,-0.65
Asien,Ganca,AZ,40.717,46.417,14.03,1985,-0.48
Asien,Ganca,AZ,40.717,46.417,14.03,1986,-0.03
Asien,Ganca,AZ,40.717,46.417,14.03,1987,-0.21
Asien,Ganca,AZ,40.717,46.417,14.03,1988,-0.05
Asien,Ganca,AZ,40.717,46.417,14.03,1989,1.47
Asien,Ganca,AZ,40.717,46.417,14.03,1990,0.76
Asien,Ganca,AZ,40.717,46.417,14.03,1991,0.63
Asien,Ganca,AZ,40.717,46.417,14.03,2003,0.17
Asien,Ganca,AZ,40.717,46.417,14.03,2004,1.01
Asien,Ganca,AZ,40.717,46.417,14.03,2005,0.79
Asien,Ganca,AZ,40.717,46.417,14.03,2007,0.7
Asien,Ganca,AZ,40.717,46.417,14.03,2008,0.48
Asien,Ganca,AZ,40.717,46.417,14.03,2009,0.69
Asien,Ganca,AZ,40.717,46.417,14.03,2010,1.58
Asien,Ganca,AZ,40.717,46.417,14.03,2011,-0.34
Asien,Ganca,AZ,40.717,46.417,14.03,2012,1.07
Asien,Ganca,AZ,40.717,46.417,14.03,2013,0.75
Asien,Ganca,AZ,40.717,46.417,14.03,2014,1.06
Asien,Ganca,AZ,40.717,46.417,14.03,2015,1.04
Asien,Ganca,AZ,40.717,46.417,14.03,2016,0.62
Asien,Ganca,AZ,40.717,46.417,14.03,2017,1.11
Asien,Ganca,AZ,40.717,46.417,14.03,2018,1.95
Asien,Ganca,AZ,40.717,46.417,14.03,2019,1.83
Asien,Ganca,AZ,40.717,46.417,14.03,2020,1.47
Asien,Ganca,AZ,40.717,46.417,14.03,2021,1.75
Asien,Ganca,AZ,40.717,46.417,14.03,2022,1.91
Asien,Ganca,AZ,40.717,46.417,14.03,2023,2.5
Asien,Ganca,AZ,40.717,46.417,14.03,2024,1.74
Asien,Gavar,AM,40.35,45.133,4.92,1934,-1.62
Asien,Gavar,AM,40.35,45.133,4.92,1935,-0.2
Asien,Gavar,AM,40.35,45.133,4.92,1937,0.2
Asien,Gavar,AM,40.35,45.133,4.92,1938,-0.4
Asien,Gavar,AM,40.35,45.133,4.92,1939,0.1
Asien,Gavar,AM,40.35,45.133,4.92,1940,0.47
Asien,Gavar,AM,40.35,45.133,4.92,1941,0.63
Asien,Gavar,AM,40.35,45.133,4.92,1942,0.15
Asien,Gavar,AM,40.35,45.133,4.92,1943,-0.33
Asien,Gavar,AM,40.35,45.133,4.92,1944,0.7
Asien,Gavar,AM,40.35,45.133,4.92,1945,-1.19
Asien,Gavar,AM,40.35,45.133,4.92,1946,-0.53
Asien,Gavar,AM,40.35,45.133,4.92,1947,0.8
Asien,Gavar,AM,40.35,45.133,4.92,1949,-1.02
Asien,Gavar,AM,40.35,45.133,4.92,1950,-1.17
Asien,Gavar,AM,40.35,45.133,4.92,1951,-0.53
Asien,Gavar,AM,40.35,45.133,4.92,1952,0.21
Asien,Gavar,AM,40.35,45.133,4.92,1953,-0.74
Asien,Gavar,AM,40.35,45.133,4.92,1954,-0.27
Asien,Gavar,AM,40.35,45.133,4.92,1955,1.18
Asien,Gavar,AM,40.35,45.133,4.92,1956,-1.1
Asien,Gavar,AM,40.35,45.133,4.92,1957,-1.11
Asien,Gavar,AM,40.35,45.133,4.92,1958,-0.05
Asien,Gavar,AM,40.35,45.133,4.92,1959,-1.01
Asien,Gavar,AM,40.35,45.133,4.92,1960,0.31
Asien,Gavar,AM,40.35,45.133,4.92,1961,0.16
Asien,Gavar,AM,40.35,45.133,4.92,1962,0.83
Asien,Gavar,AM,40.35,45.133,4.92,1963,0.63
Asien,Gavar,AM,40.35,45.133,4.92,1964,-1.17
Asien,Gavar,AM,40.35,45.133,4.92,1965,-0.59
Asien,Gavar,AM,40.35,45.133,4.92,1966,1.87
Asien,Gavar,AM,40.35,45.133,4.92,1967,-1.05
Asien,Gavar,AM,40.35,45.133,4.92,1968,0.08
Asien,Gavar,AM,40.35,45.133,4.92,1969,-0.39
Asien,Gavar,AM,40.35,45.133,4.92,1970,1.25
Asien,Gavar,AM,40.35,45.133,4.92,1971,-0.09
Asien,Gavar,AM,40.35,45.133,4.92,1972,-1.54
Asien,Gavar,AM,40.35,45.133,4.92,1973,-0.95
Asien,Gavar,AM,40.35,45.133,4.92,1974,-1.41
Asien,Gavar,AM,40.35,45.133,4.92,1975,-0.35
Asien,Gavar,AM,40.35,45.133,4.92,1976,-0.44
Asien,Gavar,AM,40.35,45.133,4.92,1977,0.14
Asien,Gavar,AM,40.35,45.133,4.92,1978,0.45
Asien,Gavar,AM,40.35,45.133,4.92,1979,1.45
Asien,Gavar,AM,40.35,45.133,4.92,1980,0.41
Asien,Gavar,AM,40.35,45.133,4.92,1981,0.61
Asien,Gavar,AM,40.35,45.133,4.92,1982,-1.72
Asien,Gavar,AM,40.35,45.133,4.92,1983,-0.48
Asien,Gavar,AM,40.35,45.133,4.92,1984,-0.11
Asien,Gavar,AM,40.35,45.133,4.92,1985,0.12
Asien,Gavar,AM,40.35,45.133,4.92,1986,0.5
Asien,Gavar,AM,40.35,45.133,4.92,1987,0.82
Asien,Gavar,AM,40.35,45.133,4.92,1988,0.01
Asien,Gavar,AM,40.35,45.133,4.92,1989,0.79
Asien,Gavar,AM,40.35,45.133,4.92,1990,0.19
Asien,Gavar,AM,40.35,45.133,4.92,1991,0.61
Asien,Gavar,AM,40.35,45.133,4.92,1993,-0.86
Asien,Gavar,AM,40.35,45.133,4.92,1994,0.49
Asien,Gavar,AM,40.35,45.133,4.92,1995,0.91
Asien,Gavar,AM,40.35,45.133,4.92,1996,1.07
Asien,Gavar,AM,40.35,45.133,4.92,1997,0.41
Asien,Gavar,AM,40.35,45.133,4.92,1998,1.75
Asien,Gavar,AM,40.35,45.133,4.92,1999,1.46
Asien,Gavar,AM,40.35,45.133,4.92,2000,0.69
Asien,Gavar,AM,40.35,45.133,4.92,2001,1.49
Asien,Gavar,AM,40.35,45.133,4.92,2002,0.43
Asien,Gavar,AM,40.35,45.133,4.92,2003,0.43
Asien,Gavar,AM,40.35,45.133,4.92,2004,0.63
Asien,Gavar,AM,40.35,45.133,4.92,2015,1.3
Asien,Gavar,AM,40.35,45.133,4.92,2016,0.33
Asien,Gavar,AM,40.35,45.133,4.92,2017,0.51
Asien,Gavar,AM,40.35,45.133,4.92,2018,2.15
Asien,Gavar,AM,40.35,45.133,4.92,2019,0.88
Asien,Gavar,AM,40.35,45.133,4.92,2020,0.82
Asien,Gavar,AM,40.35,45.133,4.92,2021,1.82
Asien,Gavar,AM,40.35,45.133,4.92,2022,1.4
Asien,Gavar,AM,40.35,45.133,4.92,2023,1.78
Asien,Gavar,AM,40.35,45.133,4.92,2024,1.4
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1950,0.44
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1951,0.77
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1952,0.36
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1953,0.13
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1954,-0.2
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1955,-0.45
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1956,-0.87
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1957,-0.11
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1958,0.41
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1959,-0.85
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1960,0.63
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1961,0.51
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1962,0.19
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1963,0.26
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1964,0.01
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1965,0.48
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1966,0.19
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1967,0.58
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1968,0.69
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1969,0.95
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1970,1.06
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1971,0.77
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1972,0.01
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1973,-0.85
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1974,-0.41
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1975,-0.25
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1976,-1.05
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1977,0.44
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1978,-0.25
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1979,-0.58
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1980,0.0
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1981,-0.41
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1982,-0.2
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1983,-0.77
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1984,-1.07
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1985,-0.12
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1986,0.15
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1987,-0.11
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1988,-0.56
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1989,0.39
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1990,-0.06
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1991,-0.44
Südamerika,Laboulaye Aero,AR,-34.133,-63.367,16.89,1992,-0.64
