Region,Ort,Land,Breitengrad,Laengengrad,MittelC_1961_1990,Jahr,AnomalieC
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1928,-0.6
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1929,-0.49
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1930,-0.2
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1931,0.07
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1932,-0.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1933,-0.54
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1934,-0.1
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1935,-0.21
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1936,0.24
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1937,0.53
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1938,0.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1939,0.09
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1940,-0.27
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1941,-0.26
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1942,-0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1943,0.36
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1944,0.71
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1945,0.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1946,-0.06
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1947,0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1948,0.89
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1949,-0.2
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1950,-0.58
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1951,-0.04
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1952,0.21
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1953,0
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1954,-0.6
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1955,0.07
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1956,0.29
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1957,0.38
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1958,-0.25
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1959,0.07
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1960,0.01
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1961,-0.27
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1962,0.32
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1963,-0.66
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1964,-0.37
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1965,0.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1966,0.18
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1967,0.18
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1968,-0.35
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1969,0.07
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1970,0.09
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1971,-0.88
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1972,-0.42
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1973,0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1974,-0.3
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1975,-0.29
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1976,0.24
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1977,0.22
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1978,0.35
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1979,-0.26
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1980,0.28
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1981,0.82
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1982,0.49
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1983,0.66
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1984,-0.32
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1985,-0.05
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1986,-0.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1987,-0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1988,-0.44
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1989,0.22
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1990,0.48
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1991,-0.25
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1992,-0.72
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1993,0.17
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1994,0.54
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1995,0.32
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1996,-0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1997,0.12
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1998,0.91
Europa,"Reykjavík",IS,64.13,-21.9,4.3,1999,0.08
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2000,0.97
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2001,1.25
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2002,0.81
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2003,0.71
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2004,0.83
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2005,1.91
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2006,1.61
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2007,1.84
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2008,1.43
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2009,1
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2010,1.29
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2011,1.16
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2012,1.11
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2013,1.15
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2014,1.59
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2015,1.69
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2016,1.45
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2017,1.21
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2018,1.9
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2019,2.29
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2020,1.55
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2021,1.33
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2022,1.15
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2023,1.96
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2024,1.75
Europa,"Reykjavík",IS,64.13,-21.9,4.3,2025,2.17
Europa,"Helsinki",FI,60.17,24.94,5,1850,-0.85
Europa,"Helsinki",FI,60.17,24.94,5,1851,-0.61
Europa,"Helsinki",FI,60.17,24.94,5,1852,-0.01
Europa,"Helsinki",FI,60.17,24.94,5,1853,-0.45
Europa,"Helsinki",FI,60.17,24.94,5,1854,-0.18
Europa,"Helsinki",FI,60.17,24.94,5,1855,-0.23
Europa,"Helsinki",FI,60.17,24.94,5,1856,-0.24
Europa,"Helsinki",FI,60.17,24.94,5,1857,-0.84
Europa,"Helsinki",FI,60.17,24.94,5,1858,-0.75
Europa,"Helsinki",FI,60.17,24.94,5,1859,-0.55
Europa,"Helsinki",FI,60.17,24.94,5,1860,-0.57
Europa,"Helsinki",FI,60.17,24.94,5,1861,-0.38
Europa,"Helsinki",FI,60.17,24.94,5,1862,-1.38
Europa,"Helsinki",FI,60.17,24.94,5,1863,-0.41
Europa,"Helsinki",FI,60.17,24.94,5,1864,-0.65
Europa,"Helsinki",FI,60.17,24.94,5,1865,-0.6
Europa,"Helsinki",FI,60.17,24.94,5,1866,-0.62
Europa,"Helsinki",FI,60.17,24.94,5,1867,-0.29
Europa,"Helsinki",FI,60.17,24.94,5,1868,-0.36
Europa,"Helsinki",FI,60.17,24.94,5,1869,-0.71
Europa,"Helsinki",FI,60.17,24.94,5,1870,-0.92
Europa,"Helsinki",FI,60.17,24.94,5,1871,-0.71
Europa,"Helsinki",FI,60.17,24.94,5,1872,-0.39
Europa,"Helsinki",FI,60.17,24.94,5,1873,-0.26
Europa,"Helsinki",FI,60.17,24.94,5,1874,-0.72
Europa,"Helsinki",FI,60.17,24.94,5,1875,-1.13
Europa,"Helsinki",FI,60.17,24.94,5,1876,-0.35
Europa,"Helsinki",FI,60.17,24.94,5,1877,-0.36
Europa,"Helsinki",FI,60.17,24.94,5,1878,0
Europa,"Helsinki",FI,60.17,24.94,5,1879,-0.86
Europa,"Helsinki",FI,60.17,24.94,5,1880,-1.3
Europa,"Helsinki",FI,60.17,24.94,5,1881,0.17
Europa,"Helsinki",FI,60.17,24.94,5,1882,-0.14
Europa,"Helsinki",FI,60.17,24.94,5,1883,0.01
Europa,"Helsinki",FI,60.17,24.94,5,1884,-0.73
Europa,"Helsinki",FI,60.17,24.94,5,1885,-0.99
Europa,"Helsinki",FI,60.17,24.94,5,1886,-0.83
Europa,"Helsinki",FI,60.17,24.94,5,1887,-0.59
Europa,"Helsinki",FI,60.17,24.94,5,1888,-0.39
Europa,"Helsinki",FI,60.17,24.94,5,1889,-0.22
Europa,"Helsinki",FI,60.17,24.94,5,1890,-1.05
Europa,"Helsinki",FI,60.17,24.94,5,1891,-0.69
Europa,"Helsinki",FI,60.17,24.94,5,1892,-0.67
Europa,"Helsinki",FI,60.17,24.94,5,1893,-0.83
Europa,"Helsinki",FI,60.17,24.94,5,1894,-0.01
Europa,"Helsinki",FI,60.17,24.94,5,1895,-0.26
Europa,"Helsinki",FI,60.17,24.94,5,1896,0
Europa,"Helsinki",FI,60.17,24.94,5,1897,0.05
Europa,"Helsinki",FI,60.17,24.94,5,1898,-0.99
Europa,"Helsinki",FI,60.17,24.94,5,1899,0.05
Europa,"Helsinki",FI,60.17,24.94,5,1900,-0.01
Europa,"Helsinki",FI,60.17,24.94,5,1901,-0.62
Europa,"Helsinki",FI,60.17,24.94,5,1902,-1.25
Europa,"Helsinki",FI,60.17,24.94,5,1903,-0.75
Europa,"Helsinki",FI,60.17,24.94,5,1904,-1.24
Europa,"Helsinki",FI,60.17,24.94,5,1905,-0.55
Europa,"Helsinki",FI,60.17,24.94,5,1906,-0.11
Europa,"Helsinki",FI,60.17,24.94,5,1907,-0.95
Europa,"Helsinki",FI,60.17,24.94,5,1908,-0.54
Europa,"Helsinki",FI,60.17,24.94,5,1909,-0.07
Europa,"Helsinki",FI,60.17,24.94,5,1910,-0.92
Europa,"Helsinki",FI,60.17,24.94,5,1911,-0.6
Europa,"Helsinki",FI,60.17,24.94,5,1912,0.23
Europa,"Helsinki",FI,60.17,24.94,5,1913,-0.49
Europa,"Helsinki",FI,60.17,24.94,5,1914,-0.71
Europa,"Helsinki",FI,60.17,24.94,5,1915,0.06
Europa,"Helsinki",FI,60.17,24.94,5,1916,-0.4
Europa,"Helsinki",FI,60.17,24.94,5,1917,-0.53
Europa,"Helsinki",FI,60.17,24.94,5,1918,-0.25
Europa,"Helsinki",FI,60.17,24.94,5,1919,-0.98
Europa,"Helsinki",FI,60.17,24.94,5,1920,-0.54
Europa,"Helsinki",FI,60.17,24.94,5,1921,0.04
Europa,"Helsinki",FI,60.17,24.94,5,1922,0.15
Europa,"Helsinki",FI,60.17,24.94,5,1923,-0.12
Europa,"Helsinki",FI,60.17,24.94,5,1924,0.13
Europa,"Helsinki",FI,60.17,24.94,5,1925,-1.02
Europa,"Helsinki",FI,60.17,24.94,5,1926,-0.51
Europa,"Helsinki",FI,60.17,24.94,5,1927,-0.08
Europa,"Helsinki",FI,60.17,24.94,5,1928,-0.21
Europa,"Helsinki",FI,60.17,24.94,5,1929,-0.62
Europa,"Helsinki",FI,60.17,24.94,5,1930,0.52
Europa,"Helsinki",FI,60.17,24.94,5,1931,0.22
Europa,"Helsinki",FI,60.17,24.94,5,1932,0.24
Europa,"Helsinki",FI,60.17,24.94,5,1933,0.07
Europa,"Helsinki",FI,60.17,24.94,5,1934,0.11
Europa,"Helsinki",FI,60.17,24.94,5,1935,0.75
Europa,"Helsinki",FI,60.17,24.94,5,1936,0.96
Europa,"Helsinki",FI,60.17,24.94,5,1937,1.41
Europa,"Helsinki",FI,60.17,24.94,5,1938,0.89
Europa,"Helsinki",FI,60.17,24.94,5,1939,0.49
Europa,"Helsinki",FI,60.17,24.94,5,1940,-0.63
Europa,"Helsinki",FI,60.17,24.94,5,1941,-0.61
Europa,"Helsinki",FI,60.17,24.94,5,1942,-1.12
Europa,"Helsinki",FI,60.17,24.94,5,1943,0.08
Europa,"Helsinki",FI,60.17,24.94,5,1944,0.51
Europa,"Helsinki",FI,60.17,24.94,5,1945,0.21
Europa,"Helsinki",FI,60.17,24.94,5,1946,-0.99
Europa,"Helsinki",FI,60.17,24.94,5,1947,-0.39
Europa,"Helsinki",FI,60.17,24.94,5,1948,-0.41
Europa,"Helsinki",FI,60.17,24.94,5,1949,-0.36
Europa,"Helsinki",FI,60.17,24.94,5,1950,-0.25
Europa,"Helsinki",FI,60.17,24.94,5,1951,0.36
Europa,"Helsinki",FI,60.17,24.94,5,1952,0.35
Europa,"Helsinki",FI,60.17,24.94,5,1953,-0.01
Europa,"Helsinki",FI,60.17,24.94,5,1954,0.18
Europa,"Helsinki",FI,60.17,24.94,5,1955,0.66
Europa,"Helsinki",FI,60.17,24.94,5,1956,0.34
Europa,"Helsinki",FI,60.17,24.94,5,1957,1.16
Europa,"Helsinki",FI,60.17,24.94,5,1958,-0.45
Europa,"Helsinki",FI,60.17,24.94,5,1959,-0.07
Europa,"Helsinki",FI,60.17,24.94,5,1960,0.56
Europa,"Helsinki",FI,60.17,24.94,5,1961,-0.44
Europa,"Helsinki",FI,60.17,24.94,5,1962,-0.54
Europa,"Helsinki",FI,60.17,24.94,5,1963,-0.31
Europa,"Helsinki",FI,60.17,24.94,5,1964,-0.72
Europa,"Helsinki",FI,60.17,24.94,5,1965,0.3
Europa,"Helsinki",FI,60.17,24.94,5,1966,0.14
Europa,"Helsinki",FI,60.17,24.94,5,1967,-0.23
Europa,"Helsinki",FI,60.17,24.94,5,1968,-0.15
Europa,"Helsinki",FI,60.17,24.94,5,1969,0.08
Europa,"Helsinki",FI,60.17,24.94,5,1970,0.69
Europa,"Helsinki",FI,60.17,24.94,5,1971,-0.16
Europa,"Helsinki",FI,60.17,24.94,5,1972,-0.03
Europa,"Helsinki",FI,60.17,24.94,5,1973,0.19
Europa,"Helsinki",FI,60.17,24.94,5,1974,-0.69
Europa,"Helsinki",FI,60.17,24.94,5,1975,-0.53
Europa,"Helsinki",FI,60.17,24.94,5,1976,-0.6
Europa,"Helsinki",FI,60.17,24.94,5,1977,-0.03
Europa,"Helsinki",FI,60.17,24.94,5,1978,0.31
Europa,"Helsinki",FI,60.17,24.94,5,1979,0.52
Europa,"Helsinki",FI,60.17,24.94,5,1980,-0.07
Europa,"Helsinki",FI,60.17,24.94,5,1981,0.72
Europa,"Helsinki",FI,60.17,24.94,5,1982,-0.26
Europa,"Helsinki",FI,60.17,24.94,5,1983,0.55
Europa,"Helsinki",FI,60.17,24.94,5,1984,-0.35
Europa,"Helsinki",FI,60.17,24.94,5,1985,-0.64
Europa,"Helsinki",FI,60.17,24.94,5,1986,0.2
Europa,"Helsinki",FI,60.17,24.94,5,1987,0.29
Europa,"Helsinki",FI,60.17,24.94,5,1988,0.82
Europa,"Helsinki",FI,60.17,24.94,5,1989,0.22
Europa,"Helsinki",FI,60.17,24.94,5,1990,0.72
Europa,"Helsinki",FI,60.17,24.94,5,1991,0.79
Europa,"Helsinki",FI,60.17,24.94,5,1992,0.69
Europa,"Helsinki",FI,60.17,24.94,5,1993,0.33
Europa,"Helsinki",FI,60.17,24.94,5,1994,0.87
Europa,"Helsinki",FI,60.17,24.94,5,1995,0.98
Europa,"Helsinki",FI,60.17,24.94,5,1996,0.73
Europa,"Helsinki",FI,60.17,24.94,5,1997,0.32
Europa,"Helsinki",FI,60.17,24.94,5,1998,1.17
Europa,"Helsinki",FI,60.17,24.94,5,1999,0.88
Europa,"Helsinki",FI,60.17,24.94,5,2000,0.03
Europa,"Helsinki",FI,60.17,24.94,5,2001,0.67
Europa,"Helsinki",FI,60.17,24.94,5,2002,1.22
Europa,"Helsinki",FI,60.17,24.94,5,2003,0.56
Europa,"Helsinki",FI,60.17,24.94,5,2004,0.76
Europa,"Helsinki",FI,60.17,24.94,5,2005,0.96
Europa,"Helsinki",FI,60.17,24.94,5,2006,1.37
Europa,"Helsinki",FI,60.17,24.94,5,2007,0.34
Europa,"Helsinki",FI,60.17,24.94,5,2008,0.74
Europa,"Helsinki",FI,60.17,24.94,5,2009,1.77
Europa,"Helsinki",FI,60.17,24.94,5,2010,1.13
Europa,"Helsinki",FI,60.17,24.94,5,2011,1.5
Europa,"Helsinki",FI,60.17,24.94,5,2012,1.43
Europa,"Helsinki",FI,60.17,24.94,5,2013,1.5
Europa,"Helsinki",FI,60.17,24.94,5,2014,2.16
Europa,"Helsinki",FI,60.17,24.94,5,2015,1.74
Europa,"Helsinki",FI,60.17,24.94,5,2016,2.76
Europa,"Helsinki",FI,60.17,24.94,5,2017,1.59
Europa,"Helsinki",FI,60.17,24.94,5,2018,0.93
Europa,"Helsinki",FI,60.17,24.94,5,2019,1.68
Europa,"Helsinki",FI,60.17,24.94,5,2020,1.3
Europa,"Helsinki",FI,60.17,24.94,5,2021,2.1
Europa,"Helsinki",FI,60.17,24.94,5,2022,1.87
Europa,"Helsinki",FI,60.17,24.94,5,2023,1.83
Europa,"Helsinki",FI,60.17,24.94,5,2024,2.44
Europa,"Helsinki",FI,60.17,24.94,5,2025,3.11
Europa,"Oslo",NO,59.91,10.75,5.7,1850,0.03
Europa,"Oslo",NO,59.91,10.75,5.7,1851,0.13
Europa,"Oslo",NO,59.91,10.75,5.7,1852,-0.76
Europa,"Oslo",NO,59.91,10.75,5.7,1853,-0.94
Europa,"Oslo",NO,59.91,10.75,5.7,1854,-0.46
Europa,"Oslo",NO,59.91,10.75,5.7,1855,0.42
Europa,"Oslo",NO,59.91,10.75,5.7,1856,0.55
Europa,"Oslo",NO,59.91,10.75,5.7,1857,-0.02
Europa,"Oslo",NO,59.91,10.75,5.7,1858,-1.03
Europa,"Oslo",NO,59.91,10.75,5.7,1859,-0.19
Europa,"Oslo",NO,59.91,10.75,5.7,1860,-0.56
Europa,"Oslo",NO,59.91,10.75,5.7,1861,-0.69
Europa,"Oslo",NO,59.91,10.75,5.7,1862,-1.76
Europa,"Oslo",NO,59.91,10.75,5.7,1863,-0.19
Europa,"Oslo",NO,59.91,10.75,5.7,1864,-0.41
Europa,"Oslo",NO,59.91,10.75,5.7,1865,-0.58
Europa,"Oslo",NO,59.91,10.75,5.7,1866,-0.2
Europa,"Oslo",NO,59.91,10.75,5.7,1867,-0.53
Europa,"Oslo",NO,59.91,10.75,5.7,1868,-0.5
Europa,"Oslo",NO,59.91,10.75,5.7,1869,-0.33
Europa,"Oslo",NO,59.91,10.75,5.7,1870,-0.08
Europa,"Oslo",NO,59.91,10.75,5.7,1871,-0.13
Europa,"Oslo",NO,59.91,10.75,5.7,1872,0.2
Europa,"Oslo",NO,59.91,10.75,5.7,1873,-0.2
Europa,"Oslo",NO,59.91,10.75,5.7,1874,-0.75
Europa,"Oslo",NO,59.91,10.75,5.7,1875,-0.87
Europa,"Oslo",NO,59.91,10.75,5.7,1876,-0.74
Europa,"Oslo",NO,59.91,10.75,5.7,1877,0.04
Europa,"Oslo",NO,59.91,10.75,5.7,1878,0.44
Europa,"Oslo",NO,59.91,10.75,5.7,1879,0.19
Europa,"Oslo",NO,59.91,10.75,5.7,1880,-0.65
Europa,"Oslo",NO,59.91,10.75,5.7,1881,-0.16
Europa,"Oslo",NO,59.91,10.75,5.7,1882,-0.15
Europa,"Oslo",NO,59.91,10.75,5.7,1883,-0.04
Europa,"Oslo",NO,59.91,10.75,5.7,1884,-0.8
Europa,"Oslo",NO,59.91,10.75,5.7,1885,-0.18
Europa,"Oslo",NO,59.91,10.75,5.7,1886,0.3
Europa,"Oslo",NO,59.91,10.75,5.7,1887,-0.33
Europa,"Oslo",NO,59.91,10.75,5.7,1888,-0.43
Europa,"Oslo",NO,59.91,10.75,5.7,1889,-0.48
Europa,"Oslo",NO,59.91,10.75,5.7,1890,-0.98
Europa,"Oslo",NO,59.91,10.75,5.7,1891,-0.27
Europa,"Oslo",NO,59.91,10.75,5.7,1892,-0.66
Europa,"Oslo",NO,59.91,10.75,5.7,1893,-0.7
Europa,"Oslo",NO,59.91,10.75,5.7,1894,-0.03
Europa,"Oslo",NO,59.91,10.75,5.7,1895,-0.38
Europa,"Oslo",NO,59.91,10.75,5.7,1896,-0.26
Europa,"Oslo",NO,59.91,10.75,5.7,1897,-0.16
Europa,"Oslo",NO,59.91,10.75,5.7,1898,-0.58
Europa,"Oslo",NO,59.91,10.75,5.7,1899,-0.28
Europa,"Oslo",NO,59.91,10.75,5.7,1900,0.05
Europa,"Oslo",NO,59.91,10.75,5.7,1901,0.26
Europa,"Oslo",NO,59.91,10.75,5.7,1902,-0.65
Europa,"Oslo",NO,59.91,10.75,5.7,1903,-1.15
Europa,"Oslo",NO,59.91,10.75,5.7,1904,-0.54
Europa,"Oslo",NO,59.91,10.75,5.7,1905,-0.01
Europa,"Oslo",NO,59.91,10.75,5.7,1906,-0.28
Europa,"Oslo",NO,59.91,10.75,5.7,1907,-1
Europa,"Oslo",NO,59.91,10.75,5.7,1908,-0.6
Europa,"Oslo",NO,59.91,10.75,5.7,1909,-0.92
Europa,"Oslo",NO,59.91,10.75,5.7,1910,-0.91
Europa,"Oslo",NO,59.91,10.75,5.7,1911,-0.72
Europa,"Oslo",NO,59.91,10.75,5.7,1912,-0.3
Europa,"Oslo",NO,59.91,10.75,5.7,1913,-0.07
